Trade_ID,Timestamp,Instrument,Price,Quantity,Trade_Status
T000366,2026-01-08 15:15:19.819273,AAPL,2549.84,12,SUCCESS
T000367,2026-01-07 07:11:19.819273,GOOG,881.4,510,FAILED
T000368,2026-01-04 09:27:19.819273,TSLA,2576.31,780,SUCCESS
T000369,2026-01-03 13:04:19.819273,MSFT,494.13,998,SUCCESS
T000370,2026-01-08 08:57:19.819273,TCS,2568.59,667,SUCCESS
T000001,2026-01-07 18:16:19.819273,INFY,947.42,561,SUCCESS
T000372,2026-01-09 02:54:19.819273,AAPL,969.0,726,SUCCESS
T000373,2026-01-04 08:30:19.819273,AAPL,1649.76,748,FAILED
T000374,2026-01-08 23:03:19.819273,AMZN,1639.78,820,SUCCESS
T000375,2026-01-04 16:25:19.819273,TCS,2092.76,980,SUCCESS
T000376,2026-01-02 15:25:19.819273,GOOG,2864.34,515,SUCCESS
T000377,2026-01-02 14:59:19.819273,TCS,2343.29,596,SUCCESS
T000378,2026-01-02 14:08:19.819273,TSLA,748.1,89,SUCCESS
T000379,2026-01-03 05:46:19.819273,INFY,1674.41,-1,SUCCESS
T000380,2026-01-06 01:07:19.819273,INFY,825.88,636,CANCELLED
T000381,2026-01-09 06:31:19.819273,TCS,1050.35,932,SUCCESS
T000382,2026-01-02 15:28:19.819273,TCS,1421.79,677,SUCCESS
T000383,2026-01-07 23:16:19.819273,GOOG,676.17,889,SUCCESS
T000384,2026-01-05 02:46:19.819273,INFY,3167.03,210,SUCCESS
T000385,2026-01-07 03:33:19.819273,GOOG,2840.06,702,SUCCESS
T000386,2026-01-07 07:35:19.819273,MSFT,2606.63,933,SUCCESS
T000387,2026-01-03 22:08:19.819273,TCS,3090.03,159,SUCCESS
T000388,2026-01-06 13:27:19.819273,MSFT,1606.63,448,CANCELLED
T000389,2026-01-08 16:50:19.819273,GOOG,2846.83,57,SUCCESS
T000390,2026-01-07 11:41:19.819273,TSLA,1037.56,759,SUCCESS
T000391,2026-01-03 03:11:19.819273,INFY,129.32,891,SUCCESS
T000392,2026-01-07 13:42:19.819273,MSFT,3217.5,533,SUCCESS
T000393,2026-01-06 10:42:19.819273,AAPL,2595.88,439,SUCCESS
T000394,2026-01-03 12:11:19.819273,MSFT,739.14,516,FAILED
T000395,2026-01-03 09:39:19.819273,MSFT,778.46,145,CANCELLED
T000396,2026-01-07 14:32:19.819273,AAPL,1621.5,970,SUCCESS
T000397,2026-01-08 07:00:19.819273,TSLA,3349.62,286,SUCCESS
T000398,2026-01-03 09:07:19.819273,AAPL,3084.0,505,SUCCESS
T000399,2026-01-05 20:35:19.819273,INFY,1984.02,350,SUCCESS
T000400,2026-01-07 03:51:19.819273,GOOG,956.53,219,FAILED
T000401,2026-01-04 23:12:19.819273,TCS,1580.72,651,SUCCESS
T000402,2026-01-05 21:23:19.819273,TSLA,1450.44,193,FAILED
T000403,2026-01-07 17:35:19.819273,GOOG,356.0,727,SUCCESS
T000404,2026-01-02 13:21:19.819273,MSFT,2392.3,257,SUCCESS
T000405,2026-01-04 07:15:19.819273,TSLA,1192.39,838,SUCCESS
T000406,2026-01-08 01:14:19.819273,MSFT,2972.33,608,SUCCESS
T000407,2026-01-05 06:08:19.819273,TSLA,946.56,554,SUCCESS
T000408,2026-01-07 11:45:19.819273,GOOG,2582.25,222,SUCCESS
T000409,2026-01-04 21:15:19.819273,TCS,2383.72,896,SUCCESS
T000410,2026-01-08 05:52:19.819273,TSLA,2302.65,450,FAILED
T000411,2026-01-07 10:13:19.819273,AMZN,3164.63,54,SUCCESS
T000412,2026-01-08 09:52:19.819273,MSFT,3173.39,379,CANCELLED
T000413,2026-01-05 17:32:19.819273,MSFT,3322.58,392,SUCCESS
T000414,2026-01-07 02:00:19.819273,TCS,549.37,883,FAILED
T000415,2026-01-06 23:56:19.819273,MSFT,670.26,462,SUCCESS
T000416,2026-01-05 14:29:19.819273,INFY,2536.96,741,SUCCESS
T000417,2026-01-03 20:01:19.819273,GOOG,1021.46,309,SUCCESS
T000418,2026-01-08 12:12:19.819273,AAPL,848.99,615,SUCCESS
T000419,2026-01-04 15:16:19.819273,TSLA,2696.7,299,CANCELLED
T000420,2026-01-08 15:03:19.819273,AAPL,3132.62,439,SUCCESS
T000421,2026-01-05 23:04:19.819273,GOOG,2576.37,868,SUCCESS
T000422,2026-01-07 12:02:19.819273,AAPL,1183.49,983,SUCCESS
T000423,2026-01-09 03:12:19.819273,MSFT,1008.74,244,SUCCESS
T000001,2026-01-06 06:16:19.819273,TSLA,1816.12,123,SUCCESS
T000425,2026-01-09 10:20:19.819273,MSFT,1930.12,252,SUCCESS
T000426,2026-01-04 00:13:19.819273,AMZN,,619,SUCCESS
T000427,2026-01-02 15:23:19.819273,INFY,1580.78,405,SUCCESS
T000428,2026-01-02 23:09:19.819273,AAPL,1462.17,535,SUCCESS
T000429,2026-01-09 10:16:19.819273,MSFT,995.93,350,SUCCESS
T000430,2026-01-05 12:27:19.819273,TSLA,395.29,115,SUCCESS
T000431,2026-01-06 15:36:19.819273,INFY,1996.59,303,SUCCESS
T000432,2026-01-03 17:08:19.819273,TSLA,2648.26,117,SUCCESS
T000433,2026-01-08 13:40:19.819273,TCS,2696.66,892,CANCELLED
T000434,2026-01-08 19:35:19.819273,INFY,2734.92,285,FAILED
T000435,2026-01-07 20:10:19.819273,MSFT,3150.11,718,SUCCESS
T000436,2026-01-08 21:20:19.819273,GOOG,2227.52,19,SUCCESS
T000437,2026-01-06 17:00:19.819273,AMZN,1967.35,970,SUCCESS
T000438,2026-01-05 02:49:19.819273,GOOG,2715.22,915,SUCCESS
T000439,2026-01-06 03:14:19.819273,GOOG,,723,SUCCESS
T000440,2026-01-08 09:26:19.819273,MSFT,1518.74,603,SUCCESS
T000441,2026-01-06 21:19:19.819273,INFY,1296.28,101,SUCCESS
T000442,2026-01-04 06:28:19.819273,TSLA,,29,SUCCESS
T000443,2026-01-07 05:05:19.819273,INFY,1485.12,851,FAILED
T000444,2026-01-07 06:13:19.819273,GOOG,3427.95,834,SUCCESS
T000445,2026-01-03 11:36:19.819273,AAPL,2842.83,464,CANCELLED
T000446,2026-01-07 06:34:19.819273,MSFT,170.92,736,SUCCESS
T000447,2026-01-08 21:33:19.819273,AAPL,521.37,219,SUCCESS
T000448,2026-01-04 03:11:19.819273,INFY,2619.11,620,SUCCESS
T000449,2026-01-09 09:52:19.819273,TCS,170.2,788,SUCCESS
T000450,2026-01-02 19:10:19.819273,TCS,1846.48,655,FAILED
T000451,2026-01-07 19:30:19.819273,GOOG,2928.37,504,SUCCESS
T000452,2026-01-06 06:56:19.819273,AAPL,989.35,298,SUCCESS
T000453,2026-01-09 04:22:19.819273,INFY,1361.07,818,SUCCESS
T000454,2026-01-08 03:30:19.819273,AMZN,240.17,590,SUCCESS
T000455,2026-01-07 20:30:19.819273,TCS,1256.8,712,SUCCESS
T000456,2026-01-06 12:27:19.819273,INFY,870.18,164,SUCCESS
T000457,2026-01-08 14:42:19.819273,TCS,1559.32,250,FAILED
T000458,2026-01-08 17:38:19.819273,AMZN,1966.59,620,CANCELLED
T000459,2026-01-08 20:12:19.819273,TCS,1045.32,150,SUCCESS
T000460,2026-01-04 20:16:19.819273,GOOG,1849.87,965,SUCCESS
T000461,2026-01-06 02:16:19.819273,AAPL,1788.55,56,SUCCESS
T000462,2026-01-07 22:33:19.819273,AMZN,713.9,614,SUCCESS
T000463,2026-01-06 18:32:19.819273,TCS,2323.1,691,SUCCESS
T000464,2026-01-05 07:42:19.819273,GOOG,3244.04,740,SUCCESS
T000465,2026-01-03 17:10:19.819273,GOOG,3089.83,9,SUCCESS
T000466,2026-01-04 14:51:19.819273,TSLA,3225.34,974,SUCCESS
T000467,2026-01-07 09:06:19.819273,AMZN,1633.0,208,SUCCESS
T000468,2026-01-05 07:57:19.819273,INFY,192.94,5,SUCCESS
T000469,2026-01-06 17:26:19.819273,GOOG,3180.3,731,SUCCESS
T000470,2026-01-06 08:50:19.819273,GOOG,1060.62,568,SUCCESS
T000471,2026-01-03 08:15:19.819273,INFY,2327.63,475,SUCCESS
T000472,2026-01-04 12:08:19.819273,GOOG,477.26,601,SUCCESS
T000473,2026-01-04 10:15:19.819273,GOOG,1841.24,719,SUCCESS
T000474,2026-01-04 07:24:19.819273,TSLA,2877.9,669,SUCCESS
T000475,2026-01-05 05:13:19.819273,AMZN,671.31,632,SUCCESS
T000476,2026-01-09 04:32:19.819273,TSLA,1810.81,937,SUCCESS
T000477,2026-01-09 10:10:19.819273,AMZN,767.59,211,SUCCESS
T000478,2026-01-07 19:08:19.819273,INFY,1790.19,740,SUCCESS
T000479,2026-01-07 04:54:19.819273,TSLA,2910.98,831,SUCCESS
T000480,2026-01-03 23:06:19.819273,TSLA,2811.48,263,SUCCESS
T000481,2026-01-02 14:47:19.819273,AAPL,186.73,254,SUCCESS
T000482,2026-01-03 09:42:19.819273,AAPL,3259.33,527,CANCELLED
T000483,2026-01-03 00:15:19.819273,TCS,2026.32,963,SUCCESS
T000484,2026-01-05 01:12:19.819273,AAPL,548.77,201,SUCCESS
T000485,2026-01-05 09:10:19.819273,TCS,3260.67,137,SUCCESS
T000486,2026-01-02 18:02:19.819273,TSLA,765.01,136,SUCCESS
T000487,2026-01-06 11:23:19.819273,AAPL,2891.56,12,SUCCESS
T000488,2026-01-07 22:46:19.819273,MSFT,485.34,365,SUCCESS
T000489,2026-01-08 02:13:19.819273,GOOG,2582.21,327,SUCCESS
T000490,2026-01-04 02:38:19.819273,TSLA,2623.13,763,SUCCESS
T000491,2026-01-05 07:13:19.819273,GOOG,3126.25,669,SUCCESS
T000492,2026-01-09 03:48:19.819273,AMZN,1498.5,345,SUCCESS
T000493,2026-01-08 05:43:19.819273,AAPL,3388.36,99,SUCCESS
T000494,2026-01-05 04:45:19.819273,INFY,1598.77,699,FAILED
T000495,2026-01-07 14:21:19.819273,TSLA,1830.38,177,SUCCESS
T000496,2026-01-05 13:58:19.819273,AAPL,1881.64,441,SUCCESS
T000497,2026-01-06 11:19:19.819273,AAPL,852.07,394,SUCCESS
T000498,2026-01-06 05:20:19.819273,TCS,945.18,878,SUCCESS
T000499,2026-01-08 15:16:19.819273,INFY,3405.93,273,SUCCESS
T000500,2026-01-08 15:06:19.819273,MSFT,2176.99,616,SUCCESS
T000501,2026-01-03 14:33:19.819273,MSFT,516.05,133,SUCCESS
T000502,2026-01-07 23:01:19.819273,INFY,1911.25,706,SUCCESS
T000503,2026-01-04 22:05:19.819273,TCS,106.05,786,SUCCESS
T000504,2026-01-05 12:11:19.819273,TCS,361.81,604,SUCCESS
T000505,2026-01-05 10:23:19.819273,INFY,1660.36,739,SUCCESS
T000506,2026-01-07 09:10:19.819273,TSLA,2600.16,607,SUCCESS
T000507,2026-01-05 04:21:19.819273,AMZN,1440.55,854,CANCELLED
T000508,2026-01-05 22:55:19.819273,MSFT,636.49,863,SUCCESS
T000509,2026-01-09 00:09:19.819273,GOOG,2278.41,515,SUCCESS
T000510,2026-01-09 10:32:19.819273,AAPL,1757.58,965,SUCCESS
T000511,2026-01-07 20:29:19.819273,TCS,1127.34,82,SUCCESS
T000512,2026-01-08 08:53:19.819273,MSFT,2235.18,457,SUCCESS
T000513,2026-01-02 23:58:19.819273,AMZN,1598.47,198,SUCCESS
T000514,2026-01-05 02:16:19.819273,AAPL,424.91,823,SUCCESS
T000515,2026-01-05 07:54:19.819273,GOOG,1009.03,872,SUCCESS
T000516,2026-01-03 10:57:19.819273,GOOG,2929.99,561,SUCCESS
T000517,2026-01-08 13:47:19.819273,MSFT,1216.88,488,SUCCESS
T000518,2026-01-06 23:27:19.819273,TSLA,1324.25,606,SUCCESS
T000519,2026-01-03 06:05:19.819273,AAPL,2237.62,319,SUCCESS
T000520,2026-01-03 03:08:19.819273,AAPL,1513.85,861,SUCCESS
T000521,2026-01-04 00:24:19.819273,AAPL,3219.09,903,CANCELLED
T000522,2026-01-07 03:11:19.819273,AMZN,2886.81,128,FAILED
T000523,2026-01-05 12:34:19.819273,INFY,2306.68,6,SUCCESS
T000524,2026-01-03 23:39:19.819273,TCS,1880.08,928,SUCCESS
T000525,2026-01-05 15:13:19.819273,TSLA,1276.16,579,SUCCESS
T000526,2026-01-03 05:45:19.819273,MSFT,601.72,302,SUCCESS
T000527,2026-01-03 21:45:19.819273,AAPL,2586.91,398,SUCCESS
T000528,2026-01-07 08:24:19.819273,INFY,1580.5,763,SUCCESS
T000529,2026-01-06 19:35:19.819273,AMZN,1338.71,468,SUCCESS
T000530,2026-01-04 00:26:19.819273,AMZN,1498.18,814,SUCCESS
T000531,2026-01-06 10:14:19.819273,AAPL,1828.03,956,SUCCESS
T000532,2026-01-07 08:18:19.819273,INFY,2604.32,266,SUCCESS
T000533,2026-01-03 01:57:19.819273,MSFT,1453.45,508,FAILED
T000534,2026-01-05 06:54:19.819273,AMZN,376.51,499,SUCCESS
T000535,2026-01-06 12:11:19.819273,INFY,894.23,567,SUCCESS
T000536,2026-01-06 05:13:19.819273,INFY,2169.01,679,SUCCESS
T000537,2026-01-03 16:58:19.819273,MSFT,2334.44,584,FAILED
T000538,2026-01-06 06:36:19.819273,MSFT,2221.43,843,SUCCESS
T000539,2026-01-06 10:21:19.819273,GOOG,1529.91,222,SUCCESS
T000540,2026-01-08 21:55:19.819273,AAPL,2277.58,446,SUCCESS
T000541,2026-01-06 01:12:19.819273,AMZN,2830.42,109,FAILED
T000542,2026-01-09 07:16:19.819273,GOOG,1599.82,102,FAILED
T000543,2026-01-06 21:53:19.819273,AMZN,2409.54,719,SUCCESS
T000544,2026-01-03 14:45:19.819273,TSLA,3454.87,712,SUCCESS
T000545,2026-01-09 09:32:19.819273,AMZN,3253.21,928,SUCCESS
T000546,2026-01-07 23:27:19.819273,TSLA,653.77,448,SUCCESS
T000547,2026-01-08 22:26:19.819273,AMZN,2153.29,750,SUCCESS
T000548,2026-01-05 08:10:19.819273,TSLA,1542.75,414,SUCCESS
T000549,2026-01-04 05:30:19.819273,AMZN,1167.29,631,SUCCESS
T000550,2026-01-07 20:50:19.819273,GOOG,2628.6,676,SUCCESS
T000551,2026-01-03 15:03:19.819273,AMZN,3420.56,138,SUCCESS
T000552,2026-01-07 00:58:19.819273,INFY,3430.76,970,SUCCESS
T000553,2026-01-05 18:01:19.819273,TCS,2151.34,772,SUCCESS
T000554,2026-01-05 21:52:19.819273,TCS,721.98,725,SUCCESS
T000555,2026-01-08 08:05:19.819273,AMZN,100.95,751,SUCCESS
T000556,2026-01-08 18:46:19.819273,AAPL,1207.44,147,SUCCESS
T000557,2026-01-04 10:51:19.819273,INFY,1647.09,401,SUCCESS
T000558,2026-01-08 02:31:19.819273,MSFT,786.75,164,SUCCESS
T000559,2026-01-02 19:44:19.819273,INFY,1857.97,357,SUCCESS
T000560,2026-01-09 07:27:19.819273,MSFT,1797.62,556,SUCCESS
T000561,2026-01-07 03:25:19.819273,INFY,1358.65,105,SUCCESS
T000562,2026-01-07 11:38:19.819273,AMZN,635.73,105,SUCCESS
T000563,2026-01-06 13:18:19.819273,MSFT,2466.86,723,SUCCESS
T000564,2026-01-05 11:22:19.819273,TCS,830.28,383,SUCCESS
T000565,2026-01-04 19:48:19.819273,TSLA,1119.29,716,SUCCESS
T000566,2026-01-08 09:02:19.819273,INFY,2752.01,116,SUCCESS
T000567,2026-01-05 00:33:19.819273,TSLA,2758.1,529,SUCCESS
T000568,2026-01-06 06:15:19.819273,TSLA,3452.96,71,FAILED
T000569,2026-01-03 10:43:19.819273,MSFT,2068.48,814,SUCCESS
T000570,2026-01-05 09:04:19.819273,INFY,3191.35,496,SUCCESS
T000571,2026-01-07 13:27:19.819273,AMZN,3154.44,858,SUCCESS
T000572,2026-01-08 19:50:19.819273,TSLA,2844.54,64,SUCCESS
T000573,2026-01-02 23:25:19.819273,INFY,3294.58,640,SUCCESS
T000574,2026-01-06 12:31:19.819273,INFY,3017.07,756,SUCCESS
T000575,2026-01-09 00:16:19.819273,TCS,1569.34,545,SUCCESS
T000576,2026-01-04 13:51:19.819273,INFY,2331.89,294,SUCCESS
T000577,2026-01-04 03:06:19.819273,TSLA,742.47,431,SUCCESS
T000578,2026-01-07 02:41:19.819273,GOOG,1338.25,122,SUCCESS
T000579,2026-01-04 05:53:19.819273,TCS,660.64,966,SUCCESS
T000580,2026-01-06 00:11:19.819273,AMZN,498.95,335,SUCCESS
T000581,2026-01-06 17:37:19.819273,TCS,199.06,23,FAILED
T000582,2026-01-08 05:28:19.819273,MSFT,1820.52,30,SUCCESS
T000583,2026-01-04 10:15:19.819273,AMZN,2795.18,659,SUCCESS
T000584,2026-01-03 23:28:19.819273,AAPL,1713.75,345,CANCELLED
T000585,2026-01-04 05:12:19.819273,AAPL,114.56,830,SUCCESS
T000586,2026-01-09 01:31:19.819273,GOOG,429.53,825,FAILED
T000587,2026-01-08 02:40:19.819273,TCS,1975.55,257,SUCCESS
T000588,2026-01-03 22:07:19.819273,TSLA,2923.74,999,FAILED
T000589,2026-01-07 20:08:19.819273,GOOG,1162.47,751,SUCCESS
T000590,2026-01-06 14:11:19.819273,AMZN,1523.83,26,SUCCESS
T000591,2026-01-08 03:23:19.819273,AAPL,3283.92,902,SUCCESS
T000592,2026-01-04 00:35:19.819273,TSLA,2599.37,216,SUCCESS
T000593,2026-01-08 16:49:19.819273,GOOG,3478.35,210,SUCCESS
T000594,2026-01-09 07:27:19.819273,GOOG,588.49,791,SUCCESS
T000595,2026-01-03 12:03:19.819273,INFY,1301.14,758,SUCCESS
T000596,2026-01-03 22:32:19.819273,MSFT,1828.37,350,SUCCESS
T000597,2026-01-07 06:11:19.819273,TCS,3278.02,424,SUCCESS
T000598,2026-01-03 21:21:19.819273,MSFT,2311.31,444,SUCCESS
T000599,2026-01-07 11:52:19.819273,AMZN,1272.76,137,SUCCESS
T000600,2026-01-08 21:29:19.819273,AMZN,874.76,313,SUCCESS
T000601,2026-01-04 12:46:19.819273,MSFT,2243.35,896,SUCCESS
T000602,2026-01-08 17:29:19.819273,GOOG,2587.73,433,SUCCESS
T000603,2026-01-06 04:02:19.819273,AMZN,442.66,199,SUCCESS
T000604,2026-01-09 01:27:19.819273,AMZN,1401.26,579,SUCCESS
T000605,2026-01-04 13:07:19.819273,AAPL,2375.11,614,SUCCESS
T000606,2026-01-04 00:27:19.819273,TSLA,557.4,646,SUCCESS
T000607,2026-01-02 18:00:19.819273,INFY,2154.59,481,SUCCESS
T000608,2026-01-07 09:20:19.819273,TSLA,1819.49,102,SUCCESS
T000609,2026-01-02 23:32:19.819273,AMZN,2868.34,617,FAILED
T000610,2026-01-09 01:27:19.819273,INFY,1695.05,825,FAILED
T000611,2026-01-03 21:47:19.819273,GOOG,1346.16,341,SUCCESS
T000612,2026-01-04 04:36:19.819273,AAPL,873.6,760,SUCCESS
T000613,2026-01-08 05:41:19.819273,GOOG,1282.52,182,SUCCESS
T000614,2026-01-07 23:13:19.819273,GOOG,1790.63,426,SUCCESS
T000615,2026-01-05 00:56:19.819273,TCS,1051.74,7,SUCCESS
T000616,2026-01-08 22:26:19.819273,MSFT,2513.75,55,SUCCESS
T000617,2026-01-06 03:55:19.819273,TSLA,2689.57,306,SUCCESS
T000618,2026-01-03 02:20:19.819273,AAPL,,926,SUCCESS
T000619,2026-01-04 14:17:19.819273,MSFT,1513.76,688,SUCCESS
T000620,2026-01-02 23:21:19.819273,AAPL,1428.32,446,SUCCESS
T000621,2026-01-04 04:15:19.819273,AAPL,2627.65,503,SUCCESS
T000622,2026-01-05 20:21:19.819273,INFY,1057.89,190,CANCELLED
T000623,2026-01-08 13:29:19.819273,AMZN,2216.26,343,SUCCESS
T000624,2026-01-03 16:49:19.819273,GOOG,2010.79,568,SUCCESS
T000625,2026-01-06 20:35:19.819273,INFY,1091.09,651,SUCCESS
T000626,2026-01-03 16:50:19.819273,AAPL,235.33,536,SUCCESS
T000627,2026-01-08 18:40:19.819273,TCS,2209.2,404,FAILED
T000628,2026-01-08 08:44:19.819273,AAPL,2422.38,908,FAILED
T000629,2026-01-03 17:08:19.819273,TSLA,261.06,148,SUCCESS
T000630,2026-01-07 10:42:19.819273,INFY,1888.15,438,SUCCESS
T000631,2026-01-04 14:50:19.819273,TSLA,1216.25,504,SUCCESS
T000632,2026-01-04 04:35:19.819273,INFY,2921.95,787,SUCCESS
T000633,2026-01-04 15:29:19.819273,AAPL,2853.23,251,SUCCESS
T000634,2026-01-05 04:04:19.819273,GOOG,2084.04,233,SUCCESS
T000635,2026-01-08 13:30:19.819273,MSFT,1146.41,28,SUCCESS
T000636,2026-01-03 03:30:19.819273,TCS,921.5,553,CANCELLED
T000637,2026-01-06 04:14:19.819273,TCS,1420.76,543,SUCCESS
T000638,2026-01-08 00:48:19.819273,TSLA,1667.26,860,SUCCESS
T000639,2026-01-03 09:58:19.819273,INFY,1880.14,130,SUCCESS
T000640,2026-01-03 14:13:19.819273,MSFT,1505.73,326,SUCCESS
T000641,2026-01-05 00:23:19.819273,MSFT,826.11,686,SUCCESS
T000642,2026-01-04 09:55:19.819273,MSFT,878.45,231,SUCCESS
T000643,2026-01-05 13:46:19.819273,TSLA,3498.3,315,SUCCESS
T000644,2026-01-05 05:32:19.819273,INFY,1120.82,756,SUCCESS
T000645,2026-01-06 16:26:19.819273,MSFT,505.01,551,SUCCESS
T000646,2026-01-07 23:38:19.819273,AAPL,2907.87,685,SUCCESS
T000647,2026-01-05 08:50:19.819273,AAPL,3264.56,810,SUCCESS
T000648,2026-01-04 09:06:19.819273,AMZN,2938.88,962,SUCCESS
T000649,2026-01-05 00:46:19.819273,TSLA,2295.04,262,SUCCESS
T000650,2026-01-03 17:31:19.819273,AAPL,3395.85,883,SUCCESS
T000651,2026-01-08 18:50:19.819273,AAPL,122.0,140,SUCCESS
T000652,2026-01-02 19:26:19.819273,AMZN,2885.45,199,SUCCESS
T000653,2026-01-04 21:50:19.819273,MSFT,1718.17,798,FAILED
T000654,2026-01-06 08:55:19.819273,AMZN,828.93,282,SUCCESS
T000655,2026-01-03 03:20:19.819273,AAPL,2775.65,563,SUCCESS
T000656,2026-01-02 14:32:19.819273,GOOG,1439.95,274,SUCCESS
T000657,2026-01-08 18:45:19.819273,AMZN,2563.62,12,SUCCESS
T000658,2026-01-07 22:26:19.819273,AMZN,3146.46,956,SUCCESS
T000659,2026-01-07 12:54:19.819273,AMZN,1516.2,527,SUCCESS
T000660,2026-01-06 01:58:19.819273,AAPL,1722.07,275,SUCCESS
T000661,2026-01-04 15:41:19.819273,INFY,2427.27,664,SUCCESS
T000662,2026-01-07 19:35:19.819273,AAPL,1463.57,690,SUCCESS
T000663,2026-01-03 17:57:19.819273,MSFT,1926.25,240,SUCCESS
T000664,2026-01-08 01:53:19.819273,TCS,2914.0,240,CANCELLED
T000665,2026-01-07 17:13:19.819273,INFY,1462.73,25,SUCCESS
T000666,2026-01-07 00:41:19.819273,AAPL,1349.27,937,SUCCESS
T000667,2026-01-05 23:03:19.819273,AMZN,2479.07,993,SUCCESS
T000668,2026-01-02 18:06:19.819273,INFY,3227.26,45,CANCELLED
T000669,2026-01-08 15:32:19.819273,TSLA,1958.8,797,SUCCESS
T000670,2026-01-03 10:39:19.819273,AMZN,2560.76,138,SUCCESS
T000671,2026-01-07 05:08:19.819273,MSFT,1346.54,384,SUCCESS
T000672,2026-01-04 19:49:19.819273,INFY,2453.86,147,SUCCESS
T000673,2026-01-04 10:45:19.819273,MSFT,1244.75,871,SUCCESS
T000674,2026-01-04 06:52:19.819273,MSFT,1215.78,309,SUCCESS
T000675,2026-01-03 09:55:19.819273,INFY,1346.57,637,SUCCESS
T000676,2026-01-04 22:39:19.819273,TCS,324.63,662,SUCCESS
T000677,2026-01-07 10:04:19.819273,TCS,1236.73,489,SUCCESS
T000678,2026-01-03 10:32:19.819273,GOOG,2735.08,440,CANCELLED
T000679,2026-01-06 20:18:19.819273,TSLA,1363.55,430,FAILED
T000680,2026-01-07 18:52:19.819273,TSLA,226.34,873,SUCCESS
T000681,2026-01-06 10:03:19.819273,AMZN,2728.95,445,SUCCESS
T000682,2026-01-08 05:07:19.819273,AAPL,2459.77,978,SUCCESS
T000683,2026-01-06 15:57:19.819273,TSLA,501.03,670,SUCCESS
T000684,2026-01-04 22:22:19.819273,GOOG,3089.38,435,SUCCESS
T000685,2026-01-05 12:03:19.819273,TSLA,1186.4,431,SUCCESS
T000686,2026-01-03 04:53:19.819273,TSLA,2558.66,56,SUCCESS
T000687,2026-01-03 08:36:19.819273,GOOG,1863.42,842,SUCCESS
T000688,2026-01-03 03:45:19.819273,GOOG,2390.94,585,FAILED
T000689,2026-01-03 14:12:19.819273,INFY,240.93,245,SUCCESS
T000690,2026-01-06 21:17:19.819273,MSFT,1749.11,137,SUCCESS
T000691,2026-01-03 02:54:19.819273,MSFT,1505.03,720,SUCCESS
T000692,2026-01-08 00:28:19.819273,TCS,2968.58,465,SUCCESS
T000693,2026-01-06 21:12:19.819273,TSLA,694.16,632,SUCCESS
T000694,2026-01-09 10:41:19.819273,TSLA,2465.82,793,SUCCESS
T000695,2026-01-04 09:54:19.819273,AMZN,1007.01,16,SUCCESS
T000696,2026-01-03 16:50:19.819273,TCS,640.22,661,SUCCESS
T000697,2026-01-04 14:58:19.819273,MSFT,2171.2,11,SUCCESS
T000698,2026-01-09 05:19:19.819273,MSFT,3461.63,483,SUCCESS
T000699,2026-01-06 02:02:19.819273,INFY,1267.36,494,SUCCESS
T000700,2026-01-02 23:50:19.819273,AAPL,2613.23,200,FAILED
T000701,2026-01-08 10:24:19.819273,TCS,106.13,442,SUCCESS
T000702,2026-01-04 17:38:19.819273,GOOG,1170.34,126,SUCCESS
T000703,2026-01-07 02:33:19.819273,MSFT,698.98,675,SUCCESS
T000704,2026-01-04 03:32:19.819273,AMZN,1402.46,399,CANCELLED
T000705,2026-01-08 14:27:19.819273,AMZN,2945.65,777,CANCELLED
T000706,2026-01-06 16:04:19.819273,GOOG,1890.22,962,SUCCESS
T000707,2026-01-07 14:36:19.819273,INFY,661.76,818,SUCCESS
T000708,2026-01-08 07:15:19.819273,INFY,610.88,971,SUCCESS
T000709,2026-01-05 09:36:19.819273,GOOG,3089.88,7,FAILED
T000710,2026-01-06 10:11:19.819273,AAPL,1439.12,317,SUCCESS
T000711,2026-01-02 14:27:19.819273,TSLA,1017.74,366,SUCCESS
T000712,2026-01-05 03:29:19.819273,AMZN,2409.97,633,SUCCESS
T000713,2026-01-04 17:54:19.819273,MSFT,1454.51,630,SUCCESS
T000714,2026-01-02 17:17:19.819273,AAPL,798.87,179,SUCCESS
T000715,2026-01-04 02:10:19.819273,GOOG,930.19,670,SUCCESS
T000716,2026-01-03 04:46:19.819273,AMZN,471.53,175,SUCCESS
T000717,2026-01-05 14:37:19.819273,AMZN,3431.46,293,SUCCESS
T000718,2026-01-03 02:17:19.819273,INFY,438.93,639,SUCCESS
T000719,2026-01-05 23:30:19.819273,AMZN,1462.83,50,SUCCESS
T000720,2026-01-08 14:05:19.819273,AMZN,362.95,872,SUCCESS
T000721,2026-01-03 00:00:19.819273,TCS,2033.52,241,FAILED
T000722,2026-01-03 04:35:19.819273,AAPL,1732.04,305,FAILED
T000723,2026-01-03 08:06:19.819273,GOOG,1695.1,196,SUCCESS
T000724,2026-01-05 06:01:19.819273,INFY,3422.14,752,SUCCESS
T000725,2026-01-03 11:02:19.819273,TCS,1773.99,927,SUCCESS
T000726,2026-01-05 07:32:19.819273,TSLA,1976.59,279,SUCCESS
T000727,2026-01-08 09:07:19.819273,AAPL,2570.09,937,SUCCESS
T000728,2026-01-06 13:11:19.819273,TSLA,3065.83,195,SUCCESS
T000729,2026-01-05 11:30:19.819273,GOOG,291.93,115,SUCCESS
